GENRE,TYPE,YEAR_ADDED,TITLE_COUNT,AVG_RATING
Sci-Fi & Fantasy,TV Show,2014-01-01,104,6.682557692
Crime,TV Show,2015-01-01,86,6.454930233
Family,TV Show,2021-01-01,98,5.782561224
Drama,TV Show,2025-01-01,452,3.291986726
Comedy,TV Show,2025-01-01,190,3.226757895
Talk,TV Show,2018-01-01,56,4.086160714
Mystery,TV Show,2025-01-01,69,3.767652174
Comedy,TV Show,2018-01-01,291,6.376632302
Action & Adventure,TV Show,2014-01-01,106,6.735566038
Animation,TV Show,2017-01-01,140,7.007764286
Family,TV Show,2017-01-01,107,5.783411215
Mystery,TV Show,2023-01-01,119,7.257638655
Crime,TV Show,2017-01-01,103,6.721368932
Sci-Fi & Fantasy,TV Show,2023-01-01,171,7.444421053
Mystery,TV Show,2014-01-01,66,6.519924242
Action & Adventure,TV Show,2013-01-01,109,6.086146789
War & Politics,TV Show,2015-01-01,28,3.122714286
Talk,TV Show,2020-01-01,50,4.43104
Soap,TV Show,2022-01-01,42,5.489452381
Documentary,TV Show,2016-01-01,58,6.265448276
War & Politics,TV Show,2025-01-01,9,5.266222222
War & Politics,TV Show,2024-01-01,22,6.273318182
Animation,TV Show,2010-01-01,148,6.48452349
Action & Adventure,TV Show,2015-01-01,101,6.58019802
Action & Adventure,TV Show,2020-01-01,138,7.270050725
Documentary,TV Show,2020-01-01,67,5.27861194
Talk,TV Show,2022-01-01,49,4.653061224
News,TV Show,2018-01-01,9,6.166666667
News,TV Show,2013-01-01,12,3.3
Western,Movie,2015-01-01,10,6.5594
News,TV Show,2017-01-01,14,5.004571429
News,TV Show,2024-01-01,2,2.75
Western,TV Show,2018-01-01,3,5.05
TV Movie,Movie,2024-01-01,4,6.925
Family,Movie,2010-01-01,104,6.456192308
Comedy,Movie,2010-01-01,321,6.093996885
Drama,Movie,2010-01-01,445,6.297442697
Romance,Movie,2011-01-01,150,6.27608
Western,Movie,2013-01-01,7,6.21
Romance,Movie,2014-01-01,161,6.19710559
Comedy,Movie,2017-01-01,271,6.304335793
Horror,Movie,2012-01-01,140,5.334292857
Fantasy,Movie,2014-01-01,68,6.335661765
Horror,Movie,2014-01-01,138,5.553884058
Horror,Movie,2016-01-01,136,5.6635
Crime,Movie,2016-01-01,106,6.259320755
Adventure,Movie,2017-01-01,124,6.530040323
Fantasy,Movie,2017-01-01,105,6.476438095
Drama,Movie,2018-01-01,457,6.48116849
TV Movie,Movie,2019-01-01,31,6.473032258
Mystery,Movie,2022-01-01,113,6.127654867
Music,Movie,2014-01-01,29,6.936241379
Fantasy,Movie,2018-01-01,104,6.496932692
Music,Movie,2019-01-01,28,7.075607143
Thriller,Movie,2020-01-01,200,6.203765
Romance,Movie,2022-01-01,142,6.228457746
Animation,Movie,2023-01-01,102,6.995901961
Documentary,Movie,2018-01-01,31,7.183709677
Adventure,Movie,2021-01-01,119,6.734966387
Horror,Movie,2021-01-01,161,5.980198758
Documentary,Movie,2022-01-01,69,6.753434783
Action,Movie,2023-01-01,236,6.439614407
Thriller,Movie,2019-01-01,268,6.161798507
TV Movie,Movie,2023-01-01,19,6.700631579
Fantasy,Movie,2024-01-01,83,6.438698795
Documentary,Movie,2024-01-01,68,6.738720588
War,Movie,2024-01-01,21,6.887428571
Action,Movie,2025-01-01,128,2.556585937
Thriller,Movie,2025-01-01,180,2.253422222
Fantasy,Movie,2025-01-01,56,1.426785714
Western,Movie,2025-01-01,2,0
TV Movie,Movie,2025-01-01,12,4.749083333
Reality,TV Show,2016-01-01,115,5.664913043
Western,TV Show,2015-01-01,1,6.152
Animation,TV Show,2016-01-01,154,6.498863636
Kids,TV Show,2020-01-01,68,5.879279412
Reality,TV Show,2011-01-01,114,5.055587719
Animation,TV Show,2012-01-01,141,6.620886525
Reality,TV Show,2014-01-01,116,5.451258621
Mystery,TV Show,2018-01-01,92,6.454478261
Family,TV Show,2022-01-01,91,5.372054945
Sci-Fi & Fantasy,TV Show,2017-01-01,110,6.883672727
Soap,TV Show,2013-01-01,53,5.452830189
Documentary,TV Show,2010-01-01,71,4.876549296
Family,TV Show,2018-01-01,108,5.622962963
Mystery,TV Show,2010-01-01,61,5.961677419
Crime,TV Show,2020-01-01,99,6.744363636
Soap,TV Show,2018-01-01,38,4.589473684
Crime,TV Show,2016-01-01,103,6.434067961
Documentary,TV Show,2023-01-01,27,5.917259259
Documentary,TV Show,2024-01-01,22,6.473318182
Family,TV Show,2019-01-01,101,6.253217822
Soap,TV Show,2023-01-01,31,6.481967742
Documentary,TV Show,2018-01-01,45,5.573333333
Sci-Fi & Fantasy,TV Show,2019-01-01,123,7.265447154
Soap,TV Show,2020-01-01,31,4.901387097
War & Politics,TV Show,2013-01-01,16,6.56525
Family,TV Show,2020-01-01,92,5.428021739
Mystery,TV Show,2013-01-01,49,6.339
Crime,TV Show,2022-01-01,96,6.648270833
Family,TV Show,2011-01-01,114,5.20627193
Soap,TV Show,2010-01-01,52,4.352307692
Western,TV Show,2016-01-01,3,7.782666667
Western,Movie,2024-01-01,7,6.444
Action,Movie,2010-01-01,208,6.020663462
Action,Movie,2011-01-01,210,5.932028571
Adventure,Movie,2011-01-01,111,6.104621622
Family,Movie,2011-01-01,106,6.416009434
Adventure,Movie,2012-01-01,102,6.014098039
Thriller,Movie,2012-01-01,223,5.813206278
Adventure,Movie,2013-01-01,99,6.123111111
Drama,Movie,2011-01-01,449,6.379864143
Mystery,Movie,2011-01-01,67,6.156268657
Documentary,Movie,2012-01-01,56,7.136160714
Science Fiction,Movie,2013-01-01,95,6.153568421
Drama,Movie,2016-01-01,485,6.382581443
Science Fiction,Movie,2016-01-01,86,6.010023256
Science Fiction,Movie,2017-01-01,105,6.120828571
Horror,Movie,2017-01-01,132,5.754181818
Romance,Movie,2017-01-01,166,6.168277108
Adventure,Movie,2018-01-01,132,6.541287879
War,Movie,2018-01-01,30,6.6384
Action,Movie,2019-01-01,201,6.489860697
History,Movie,2023-01-01,57,6.971649123
History,Movie,2011-01-01,38,6.407052632
Documentary,Movie,2015-01-01,50,7.1493
Science Fiction,Movie,2018-01-01,105,6.204038095
Family,Movie,2018-01-01,77,6.711974026
Comedy,Movie,2020-01-01,256,6.459558594
Mystery,Movie,2020-01-01,71,6.267211268
Music,Movie,2021-01-01,32,7.167
Family,Movie,2023-01-01,87,6.74608046
Adventure,Movie,2023-01-01,117,6.681529915
Animation,Movie,2015-01-01,102,6.877647059
Adventure,Movie,2019-01-01,130,6.776630769
Science Fiction,Movie,2020-01-01,78,6.276025641
Drama,Movie,2019-01-01,422,6.611651659
Horror,Movie,2024-01-01,180,5.997216667
Animation,Movie,2025-01-01,47,1.406382979
Animation,TV Show,2015-01-01,146,6.642068493
War & Politics,TV Show,2017-01-01,24,6.437833333
Action & Adventure,TV Show,2024-01-01,190,7.156457895
Crime,TV Show,2025-01-01,95,4.003526316
Documentary,TV Show,2017-01-01,47,6.527659574
Drama,TV Show,2024-01-01,629,6.589783784
Sci-Fi & Fantasy,TV Show,2021-01-01,153,7.212163399
Sci-Fi & Fantasy,TV Show,2025-01-01,93,3.545860215
Comedy,TV Show,2011-01-01,302,5.784135762
Drama,TV Show,2013-01-01,464,5.157021552
Mystery,TV Show,2015-01-01,60,6.742916667
Sci-Fi & Fantasy,TV Show,2015-01-01,97,6.609484536
Action & Adventure,TV Show,2012-01-01,121,6.628016529
Talk,TV Show,2021-01-01,47,3.842659574
Soap,TV Show,2012-01-01,56,4.764214286
Kids,TV Show,2016-01-01,56,5.581178571
Crime,TV Show,2019-01-01,116,6.345094828
Sci-Fi & Fantasy,TV Show,2016-01-01,115,6.917556522
Crime,TV Show,2021-01-01,99,7.080838384
Documentary,TV Show,2022-01-01,31,5.623387097
Kids,TV Show,2019-01-01,52,6.391961538
Kids,TV Show,2011-01-01,51,6.090980392
Soap,TV Show,2021-01-01,38,5.350921053
News,TV Show,2014-01-01,12,4.630583333
War,Movie,2010-01-01,21,6.56547619
Western,TV Show,2012-01-01,3,7.420333333
News,TV Show,2021-01-01,8,3.575
Western,TV Show,2021-01-01,2,7.726
Western,TV Show,2019-01-01,1,7.966
Thriller,Movie,2010-01-01,242,5.804524793
Horror,Movie,2011-01-01,148,5.446641892
Family,Movie,2014-01-01,94,6.517574468
War,Movie,2014-01-01,28,6.689642857
Thriller,Movie,2016-01-01,225,5.943604444
TV Movie,Movie,2016-01-01,51,6.311941176
Family,Movie,2016-01-01,95,6.625989474
Comedy,Movie,2012-01-01,324,6.048969136
Fantasy,Movie,2013-01-01,85,6.269894118
History,Movie,2014-01-01,30,6.812533333
Western,Movie,2014-01-01,7,5.957857143
Documentary,Movie,2014-01-01,41,7.202341463
Mystery,Movie,2015-01-01,74,6.236851351
Crime,Movie,2020-01-01,80,6.361
Animation,Movie,2021-01-01,128,7.025171875
Mystery,Movie,2021-01-01,91,6.262813187
Family,Movie,2015-01-01,94,6.597
Animation,Movie,2017-01-01,106,6.73754717
Western,Movie,2017-01-01,9,6.277777778
Music,Movie,2018-01-01,26,7.097192308
Animation,Movie,2020-01-01,87,7.011781609
History,Movie,2020-01-01,48,6.633395833
Romance,Movie,2021-01-01,159,5.864471698
TV Movie,Movie,2021-01-01,29,6.774482759
Documentary,Movie,2021-01-01,46,7.139608696
Thriller,Movie,2022-01-01,263,6.036878327
Comedy,Movie,2023-01-01,286,6.441381119
Drama,Movie,2014-01-01,449,6.384474388
Action,Movie,2024-01-01,227,6.278964758
Thriller,Movie,2024-01-01,294,6.168166667
Comedy,Movie,2025-01-01,235,2.221238298
Romance,Movie,2025-01-01,122,3.135385246
Animation,TV Show,2021-01-01,201,6.99818408
Comedy,TV Show,2024-01-01,253,6.833960474
Drama,TV Show,2011-01-01,430,4.762928074
Sci-Fi & Fantasy,TV Show,2022-01-01,143,6.915370629
Comedy,TV Show,2012-01-01,322,5.733021739
Action & Adventure,TV Show,2018-01-01,135,7.097007407
Comedy,TV Show,2021-01-01,281,6.394551601
Drama,TV Show,2021-01-01,495,6.169452525
Crime,TV Show,2013-01-01,77,6.15312987
Documentary,TV Show,2013-01-01,84,5.137238095
Family,TV Show,2023-01-01,66,6.179621212
Reality,TV Show,2017-01-01,105,5.281556604
Crime,TV Show,2014-01-01,93,6.376924731
Mystery,TV Show,2011-01-01,59,6.076762712
Family,TV Show,2012-01-01,95,5.582305263
Soap,TV Show,2025-01-01,10,4.58
War & Politics,TV Show,2021-01-01,14,6.806642857
Soap,TV Show,2017-01-01,46,5.031326087
Documentary,TV Show,2021-01-01,32,5.328125
News,TV Show,2020-01-01,4,4.75
Soap,TV Show,2011-01-01,44,4
Action & Adventure,TV Show,2023-01-01,157,7.342191083
Action & Adventure,TV Show,2017-01-01,110,7.083936364
Talk,TV Show,2017-01-01,51,4.24454902
War & Politics,TV Show,2020-01-01,16,7.04375
Western,Movie,2021-01-01,11,6.204909091
Western,TV Show,2024-01-01,1,6.8
Science Fiction,Movie,2010-01-01,96,5.77959375
Music,Movie,2010-01-01,25,6.56648
Science Fiction,Movie,2021-01-01,98,6.258826531
War,Movie,2022-01-01,24,6.748875
Horror,Movie,2013-01-01,127,5.440244094
Mystery,Movie,2013-01-01,55,6.238636364
Action,Movie,2015-01-01,197,6.078086294
Romance,Movie,2016-01-01,189,6.119058201
Documentary,Movie,2016-01-01,37,6.972162162
Mystery,Movie,2017-01-01,91,6.35389011
Thriller,Movie,2018-01-01,240,6.107283333
Action,Movie,2020-01-01,166,6.342222892
Adventure,Movie,2020-01-01,94,6.412755319
Music,Movie,2022-01-01,34,6.785794118
Music,Movie,2011-01-01,28,6.972714286
Animation,Movie,2012-01-01,112,6.737053571
Action,Movie,2013-01-01,194,6.079134021
Thriller,Movie,2017-01-01,234,6.089739316
Animation,Movie,2018-01-01,85,7.013023529
Crime,Movie,2019-01-01,121,6.489933884
History,Movie,2019-01-01,60,6.947633333
Romance,Movie,2020-01-01,212,5.749698113
Adventure,Movie,2022-01-01,130,6.614561538
Drama,Movie,2022-01-01,370,6.419564865
Music,Movie,2017-01-01,23,6.813304348
Crime,Movie,2022-01-01,125,6.334304
Drama,Movie,2023-01-01,411,6.413781022
Comedy,Movie,2022-01-01,290,6.504055172
Music,Movie,2023-01-01,18,7.113
Romance,Movie,2024-01-01,125,6.019448
Comedy,Movie,2024-01-01,267,6.489161049
History,Movie,2024-01-01,46,6.816065217
Documentary,Movie,2025-01-01,152,1.374026316
Drama,TV Show,2014-01-01,448,5.751011161
Soap,TV Show,2016-01-01,41,5.947390244
War & Politics,TV Show,2019-01-01,18,7.343388889
Talk,TV Show,2010-01-01,30,3.037833333
Animation,TV Show,2019-01-01,134,7.05858209
Reality,TV Show,2025-01-01,97,2.162175258
Comedy,TV Show,2023-01-01,255,6.517784314
Documentary,TV Show,2025-01-01,119,3.54789916
Drama,TV Show,2010-01-01,459,4.877714597
Drama,TV Show,2018-01-01,480,6.118239085
Kids,TV Show,2017-01-01,53,6.897792453
Animation,TV Show,2011-01-01,140,6.839964286
Mystery,TV Show,2017-01-01,84,6.341821429
Action & Adventure,TV Show,2021-01-01,147,7.287870748
Reality,TV Show,2013-01-01,110,5.369636364
Crime,TV Show,2010-01-01,60,6.59585
Talk,TV Show,2019-01-01,41,3.843902439
Sci-Fi & Fantasy,TV Show,2024-01-01,192,7.092359375
Animation,TV Show,2022-01-01,177,6.550909605
Crime,TV Show,2011-01-01,73,6.159328767
Kids,TV Show,2025-01-01,27,3.914814815
Sci-Fi & Fantasy,TV Show,2012-01-01,109,6.535807339
Action & Adventure,TV Show,2016-01-01,124,6.360387097
Mystery,TV Show,2016-01-01,72,6.552402778
Talk,TV Show,2014-01-01,52,5.109615385
Family,TV Show,2025-01-01,44,2.834090909
Drama,TV Show,2023-01-01,604,6.560034768
Documentary,TV Show,2012-01-01,68,5.280882353
Family,TV Show,2024-01-01,76,6.102342105
Soap,TV Show,2014-01-01,50,5.57942
Animation,TV Show,2014-01-01,151,6.554456954
Western,TV Show,2025-01-01,2,3.835
Western,TV Show,2020-01-01,2,6.9715
Western,TV Show,2014-01-01,2,7.168
Fantasy,Movie,2010-01-01,96,6.049010417
Mystery,Movie,2010-01-01,86,5.940232558
Romance,Movie,2012-01-01,156,6.232775641
Drama,Movie,2013-01-01,446,6.40991704
Science Fiction,Movie,2014-01-01,87,5.984735632
Crime,Movie,2014-01-01,111,6.268225225
Animation,Movie,2016-01-01,99,6.926616162
Crime,Movie,2011-01-01,86,6.275337209
Music,Movie,2012-01-01,34,6.956558824
War,Movie,2013-01-01,9,6.819666667
Thriller,Movie,2015-01-01,223,5.849192825
Drama,Movie,2015-01-01,471,6.389575372
Crime,Movie,2015-01-01,88,6.283227273
Fantasy,Movie,2016-01-01,80,6.437225
Adventure,Movie,2016-01-01,124,6.379919355
Family,Movie,2017-01-01,98,6.704132653
TV Movie,Movie,2018-01-01,46,6.238717391
War,Movie,2019-01-01,38,6.805815789
Family,Movie,2020-01-01,99,6.876808081
Drama,Movie,2021-01-01,424,6.444224057
Western,Movie,2022-01-01,11,6.216454545
Documentary,Movie,2023-01-01,40,7.126175
Thriller,Movie,2014-01-01,224,5.918022321
War,Movie,2016-01-01,33,6.551454545
Comedy,Movie,2016-01-01,276,6.181967391
Horror,Movie,2019-01-01,152,5.887125
Action,Movie,2022-01-01,229,6.317816594
Horror,Movie,2022-01-01,185,5.935237838
TV Movie,Movie,2022-01-01,15,6.578533333
War,Movie,2023-01-01,31,6.615064516
Music,Movie,2020-01-01,38,6.883842105
Western,Movie,2020-01-01,7,6.353714286
Western,Movie,2023-01-01,7,6.222
Drama,Movie,2025-01-01,366,1.991663934
Mystery,Movie,2025-01-01,52,1.786538462
Reality,TV Show,2019-01-01,98,5.956806122
Documentary,TV Show,2011-01-01,70,5.064371429
Reality,TV Show,2020-01-01,103,4.999
Comedy,TV Show,2017-01-01,317,6.394895899
Sci-Fi & Fantasy,TV Show,2011-01-01,98,6.158357143
Mystery,TV Show,2022-01-01,93,6.55055914
Talk,TV Show,2016-01-01,56,4.638089286
Drama,TV Show,2016-01-01,451,5.778682927
Animation,TV Show,2024-01-01,201,7.219736318
Talk,TV Show,2023-01-01,23,2.023173913
Talk,TV Show,2015-01-01,50,4.38286
Crime,TV Show,2012-01-01,57,5.880649123
Comedy,TV Show,2010-01-01,299,5.483304348
War & Politics,TV Show,2016-01-01,23,6.100347826
Reality,TV Show,2021-01-01,116,4.856801724
Sci-Fi & Fantasy,TV Show,2020-01-01,138,7.421166667
Reality,TV Show,2018-01-01,93,5.99016129
War & Politics,TV Show,2011-01-01,22,3.588545455
Soap,TV Show,2019-01-01,32,5.53125
War & Politics,TV Show,2014-01-01,30,6.0545
Kids,TV Show,2018-01-01,63,5.948
Animation,TV Show,2025-01-01,93,3.971645161
Kids,TV Show,2021-01-01,52,5.813423077
News,TV Show,2023-01-01,2,5
News,TV Show,2010-01-01,8,2.954375
News,TV Show,2016-01-01,5,4.2
War & Politics,TV Show,2022-01-01,14,6.670285714
Drama,TV Show,2020-01-01,467,6.37145182
Animation,TV Show,2018-01-01,181,6.983453039
Reality,TV Show,2015-01-01,114,5.166859649
Reality,TV Show,2023-01-01,86,5.149186047
Crime,TV Show,2024-01-01,117,7.222470085
Action & Adventure,TV Show,2025-01-01,81,3.805740741
Western,Movie,2018-01-01,8,6.2935
Western,TV Show,2017-01-01,2,7.3345
Crime,Movie,2010-01-01,110,6.165472727
Documentary,Movie,2010-01-01,60,6.917683333
Science Fiction,Movie,2011-01-01,101,5.907693069
Animation,Movie,2011-01-01,101,6.730574257
Comedy,Movie,2013-01-01,296,6.108567568
Family,Movie,2013-01-01,75,6.45236
TV Movie,Movie,2013-01-01,45,6.134333333
Western,Movie,2012-01-01,6,5.9085
Horror,Movie,2015-01-01,143,5.424006993
History,Movie,2018-01-01,63,6.761539683
Crime,Movie,2012-01-01,107,6.193186916
Family,Movie,2012-01-01,99,6.477454545
Mystery,Movie,2012-01-01,74,6.165027027
TV Movie,Movie,2012-01-01,54,6.009592593
Romance,Movie,2013-01-01,143,6.299986014
Animation,Movie,2013-01-01,107,6.777037383
Adventure,Movie,2014-01-01,118,6.263033898
Comedy,Movie,2014-01-01,296,6.213800676
TV Movie,Movie,2017-01-01,44,6.379590909
War,Movie,2017-01-01,36,6.780138889
Crime,Movie,2018-01-01,132,6.371674242
Mystery,Movie,2018-01-01,86,6.265186047
Mystery,Movie,2019-01-01,83,6.256301205
Crime,Movie,2023-01-01,113,6.43979646
Science Fiction,Movie,2023-01-01,95,6.392378947
Music,Movie,2016-01-01,27,6.998222222
History,Movie,2016-01-01,55,6.727363636
Horror,Movie,2018-01-01,149,5.892583893
Romance,Movie,2018-01-01,187,6.065491979
Romance,Movie,2019-01-01,162,5.804882716
Fantasy,Movie,2019-01-01,92,6.86675
Fantasy,Movie,2020-01-01,99,6.66740404
TV Movie,Movie,2020-01-01,34,6.760705882
History,Movie,2021-01-01,62,6.839274194
Thriller,Movie,2023-01-01,279,6.188462366
Mystery,Movie,2023-01-01,92,6.340576087
Science Fiction,Movie,2024-01-01,83,6.338686747
Mystery,Movie,2024-01-01,64,6.096703125
Music,Movie,2024-01-01,40,6.79035
History,Movie,2025-01-01,15,2.233533333
Comedy,TV Show,2013-01-01,296,5.898743243
Drama,TV Show,2015-01-01,455,5.534589011
Mystery,TV Show,2019-01-01,95,6.662326316
Comedy,TV Show,2022-01-01,261,6.389072797
Talk,TV Show,2012-01-01,33,4.074030303
Soap,TV Show,2024-01-01,28,6.386964286
Mystery,TV Show,2024-01-01,126,6.800492063
Family,TV Show,2013-01-01,110,4.935709091
Action & Adventure,TV Show,2010-01-01,104,6.503846154
Talk,TV Show,2024-01-01,13,5.753846154
Family,TV Show,2014-01-01,114,5.61772807
War & Politics,TV Show,2018-01-01,22,5.708
Family,TV Show,2016-01-01,105,5.60452381
Reality,TV Show,2024-01-01,54,5.155814815
Kids,TV Show,2012-01-01,53,5.773830189
War & Politics,TV Show,2012-01-01,26,3.992307692
News,TV Show,2011-01-01,14,3.854785714
Action & Adventure,TV Show,2011-01-01,112,6.344803571
Documentary,TV Show,2015-01-01,59,5.351254237
Documentary,TV Show,2014-01-01,62,5.065
Crime,TV Show,2023-01-01,93,7.232752688
Western,Movie,2016-01-01,12,5.759583333
War & Politics,TV Show,2010-01-01,19,3.509473684
News,TV Show,2015-01-01,4,4.853
News,TV Show,2022-01-01,8,2.3625
Western,TV Show,2022-01-01,3,7.606333333
Horror,Movie,2010-01-01,148,5.289060811
Western,Movie,2010-01-01,10,6.1118
History,Movie,2010-01-01,41,6.463073171
Fantasy,Movie,2011-01-01,88,6.111045455
Thriller,Movie,2011-01-01,203,5.885394089
Action,Movie,2012-01-01,200,5.93498
Thriller,Movie,2013-01-01,231,5.939649351
Fantasy,Movie,2015-01-01,87,6.405436782
TV Movie,Movie,2015-01-01,73,6.284958904
Drama,Movie,2012-01-01,428,6.294908879
Documentary,Movie,2013-01-01,62,6.97566129
TV Movie,Movie,2014-01-01,48,6.246645833
Romance,Movie,2015-01-01,166,6.208162651
Music,Movie,2015-01-01,34,6.739294118
Drama,Movie,2017-01-01,455,6.455057143
Crime,Movie,2017-01-01,128,6.468234375
Science Fiction,Movie,2019-01-01,81,6.423098765
Fantasy,Movie,2021-01-01,110,6.789972727
Fantasy,Movie,2022-01-01,114,6.631850877
War,Movie,2012-01-01,27,6.18962963
Action,Movie,2018-01-01,212,6.296674528
Comedy,Movie,2018-01-01,276,6.407173913
Family,Movie,2019-01-01,101,6.896306931
Comedy,Movie,2019-01-01,255,6.463533333
War,Movie,2020-01-01,27,6.863814815
Action,Movie,2021-01-01,206,6.506116505
Family,Movie,2021-01-01,114,6.905719298
Crime,Movie,2021-01-01,123,6.460796748
Animation,Movie,2022-01-01,114,6.967175439
Family,Movie,2022-01-01,102,6.769578431
History,Movie,2022-01-01,41,6.881658537
Adventure,Movie,2024-01-01,83,6.697024096
Drama,Movie,2024-01-01,412,6.197473301
Family,Movie,2024-01-01,70,6.970357143
Horror,Movie,2025-01-01,154,1.291181818
Family,Movie,2025-01-01,57,1.526315789
Music,Movie,2025-01-01,41,2.374512195
Animation,TV Show,2013-01-01,133,6.500496241
Family,TV Show,2015-01-01,130,5.3322
Talk,TV Show,2013-01-01,39,4.443589744
Reality,TV Show,2022-01-01,101,5.267029703
Comedy,TV Show,2019-01-01,292,6.473578767
Comedy,TV Show,2020-01-01,271,6.617608856
Talk,TV Show,2011-01-01,45,4.635555556
Mystery,TV Show,2021-01-01,125,7.023712
Drama,TV Show,2022-01-01,552,6.137367754
Action & Adventure,TV Show,2022-01-01,132,6.919181818
Kids,TV Show,2023-01-01,40,7.279075
Crime,TV Show,2018-01-01,98,6.840795918
Comedy,TV Show,2015-01-01,305,6.050526144
Reality,TV Show,2010-01-01,97,4.749907216
Drama,TV Show,2012-01-01,449,5.254492239
Animation,TV Show,2023-01-01,177,7.082564972
Action & Adventure,TV Show,2019-01-01,121,7.256495868
Mystery,TV Show,2020-01-01,108,6.859574074
Sci-Fi & Fantasy,TV Show,2010-01-01,92,6.127043478
Kids,TV Show,2013-01-01,53,5.542943396
Talk,TV Show,2025-01-01,19,1.157894737
Kids,TV Show,2010-01-01,52,5.976269231
News,TV Show,2012-01-01,7,3.918428571
Kids,TV Show,2022-01-01,62,5.431016129
Mystery,TV Show,2012-01-01,54,5.403074074
War & Politics,TV Show,2023-01-01,20,8.0534
Soap,TV Show,2015-01-01,39,5.088692308
Kids,TV Show,2015-01-01,60,5.450116667
Western,TV Show,2011-01-01,1,7.6
Reality,TV Show,2012-01-01,111,5.396432432
Documentary,TV Show,2019-01-01,47,6.331361702
News,TV Show,2025-01-01,2,0.5
War,Movie,2021-01-01,29,6.748137931
News,TV Show,2019-01-01,2,4
Western,TV Show,2010-01-01,1,4.8
Western,TV Show,2013-01-01,1,5.7
